"timestamp","source","handle","success","latency_seconds","posts_scraped","new_posts_found","error_message"
"2026-02-06T15:54:29.247262","https://nitter.poast.org","DollarVigilante","True","13.19","0","0",""
"2026-02-06T15:54:47.077373","https://nitter.poast.org","PeterSchiff","True","17.83","0","0",""
"2026-02-06T15:54:58.861499","https://nitter.poast.org","RayDalio","True","11.78","0","0",""
"2026-02-06T15:55:10.113321","https://nitter.poast.org","adamseconomics","True","11.25","0","0",""
"2026-02-06T15:55:39.063318","https://nitter.poast.org","ElonMusk","True","14.15","10","10",""
"2026-02-06T15:55:50.376750","https://nitter.poast.org","sircryptotips","True","11.31","0","0",""
"2026-02-06T15:56:07.100294","https://nitter.poast.org","blockchainchick","True","16.72","0","0",""
"2026-02-06T15:56:18.386987","https://nitter.poast.org","georgegammon","True","11.29","0","0",""
"2026-02-06T15:56:30.169621","https://nitter.poast.org","learningcrypto","True","11.78","0","0",""
"2026-02-06T15:56:42.162912","https://nitter.poast.org","1MarkMoss","True","11.99","0","0",""
"2026-02-06T15:56:53.782676","https://nitter.poast.org","AaronRDay","True","11.62","0","0",""
"2026-02-06T15:57:05.427884","https://nitter.poast.org","JacobKinge","True","11.64","0","0",""
"2026-02-06T15:57:15.062786","https://nitter.poast.org","ElonMusk","True","13.29","0","0",""
"2026-02-06T15:57:18.284576","https://nitter.poast.org","kangoanywhere","True","12.86","0","0",""
"2026-02-06T15:57:27.509726","https://nitter.poast.org","sircryptotips","True","12.45","0","0",""
"2026-02-06T15:57:30.364805","https://nitter.poast.org","theRealKiyosaki","True","12.08","0","0",""
"2026-02-06T15:57:41.135276","https://nitter.poast.org","blockchainchick","True","13.62","0","0",""
"2026-02-06T15:57:43.659486","https://nitter.poast.org","PrepperCanadian","True","13.29","0","0",""
"2026-02-06T15:57:53.907883","https://nitter.poast.org","georgegammon","True","12.77","0","0",""
"2026-02-06T15:57:56.429469","https://nitter.poast.org","DollarVigilante","True","12.77","0","0",""
"2026-02-06T15:58:06.548398","https://nitter.poast.org","learningcrypto","True","12.64","0","0",""
"2026-02-06T15:58:09.172027","https://nitter.poast.org","PeterSchiff","True","12.74","0","0",""
"2026-02-06T15:58:18.755948","https://nitter.poast.org","1MarkMoss","True","12.21","0","0",""
"2026-02-06T15:58:21.832385","https://nitter.poast.org","RayDalio","True","12.66","0","0",""
"2026-02-06T15:58:31.366380","https://nitter.poast.org","AaronRDay","True","12.61","0","0",""
"2026-02-06T15:58:34.670093","https://nitter.poast.org","adamseconomics","True","12.84","0","0",""
"2026-02-06T15:58:43.042247","https://nitter.poast.org","JacobKinge","True","11.68","0","0",""
"2026-02-06T15:58:47.672787","https://nitter.poast.org","thecoastguy","True","13.00","0","0",""
"2026-02-06T15:58:55.772067","https://nitter.poast.org","kangoanywhere","True","12.73","0","0",""
"2026-02-06T15:59:00.191298","https://nitter.poast.org","CaitlinLong_","True","12.52","0","0",""
"2026-02-06T15:59:06.524955","https://nitter.poast.org","theRealKiyosaki","True","10.75","0","0",""
"2026-02-06T15:59:37.347442","https://nitter.poast.org","PrepperCanadian","True","30.82","1","1",""
"2026-02-06T15:59:48.462971","https://nitter.poast.org","DollarVigilante","True","11.11","0","0",""
"2026-02-06T15:59:59.788826","https://nitter.poast.org","PeterSchiff","True","11.33","0","0",""
"2026-02-06T16:00:04.160540","https://nitter.poast.org","RayDalio","False","4.37","0","0",""
"2026-02-06T16:00:37.971725","x.com","RayDalio","False","33.81","0","0",""
"2026-02-06T16:00:49.255435","https://nitter.cz","RayDalio","True","11.28","0","0",""
"2026-02-06T16:01:20.154980","https://nitter.poast.org","adamseconomics","True","30.90","0","0",""
"2026-02-06T16:01:31.647436","https://nitter.poast.org","thecoastguy","True","11.49","0","0",""
"2026-02-06T16:02:03.023784","https://nitter.poast.org","CaitlinLong_","True","31.38","1","1",""
